"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"Procedure","Procedure","","","",1,1,"","","","null {[]} {[]}
"Procedure.templateId:frPrelevement","Procedure.templateId","frPrelevement","","",1,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","Conformité FR-Prelevement (CI-SIS)","When valued in an instance, this attribute signals the imposition of a set of template-defined constraints. The value of this attribute provides a unique identifier for the templates in question","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.templateId",0,*,"",""
"Procedure.templateId:frPrelevement.nullFlavor","Procedure.templateId.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"Procedure.templateId:frPrelevement.assigningAuthorityName","Procedure.templateId.assigningAuthorityName","","","Assigning Authority Name",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A human readable name or mnemonic for the assigning authority. The Assigning Authority Name has no computational value. The purpose of a Assigning Authority Name is to assist an unaided human interpreter of an II value to interpret the authority. Note: no automated processing must depend on the assigning authority name to be present in any form.","","","","","","","","","",,,,,"",,,,"II.assigningAuthorityName",0,1,"",""
"Procedure.templateId:frPrelevement.displayable","Procedure.templateId.displayable","","","Displayable",0,1,"","","","boolean {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/bl-simple]]} {[]}
","","Specifies if the identifier is intended for human display and data entry (displayable = true) as opposed to pure machine interoperation (displayable = false).","","","","","","","","","",,,,,"",,,,"II.displayable",0,1,"",""
"Procedure.templateId:frPrelevement.root","Procedure.templateId.root","","","Root",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/oid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/uuid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/ruid]]} {[]}
","","A unique identifier that guarantees the global uniqueness of the instance identifier. The root alone may be the entire instance identifier.","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""1.2.250.1.213.1.1.3.77""/>","","","",,,,,"",,,,"II.root",0,1,"",""
"Procedure.templateId:frPrelevement.extension","Procedure.templateId.extension","","","Extension",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A character string as a unique identifier within the scope of the identifier root.","","","","","","","","","",,,,,"",,,,"II.extension",0,1,"",""
"Procedure.classCode","Procedure.classCode","","","",1,1,"Y","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""PROC""/>","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-ActClassProcedure","",,,,"Procedure.classCode",1,1,"",""
"Procedure.moodCode","Procedure.moodCode","","","",1,1,"Y","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""EVN""/>","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-xDocumentProcedureMood","",,,,"Procedure.moodCode",1,1,"",""
"Procedure.id","Procedure.id","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Procedure.id",0,*,"",""
"Procedure.sdtcCategory","Procedure.sdtcCategory","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CD {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Procedure.sdtcCategory",0,*,"",""
"Procedure.code","Procedure.code","","","",0,1,"Y","","","http://hl7.org/cda/stds/core/StructureDefinition/CD {[]} {[]}
","<b>Acte de prélèvement</b>
   <br/>
   <ul style=''>
      <li style=''>Pour un prélèvement en vue d'examen de biologie médicale, le code affiné NABM de l'acte de prélèvement doit être renseigné si connu, sauf dans le cas d'un recueil d'échantillon effectué par le patient lui-même.</li>
      <li style=''>Un prélèvement cytologique ou de tissu en vue d'un examen d'anatomie ou de cytologie pathologiques est codé à l'aide d'une nomenclature précisée dans les modèles de contenus métiers.</li>
      <li style=''>Par défaut, utiliser le code suivant :</li>
      <ul style=''>
         <li>code='33882-2'</li>
         <li>displayName='Prélèvement'</li>
         <li>codeSystem='2.16.840.1.113883.6.1'</li>
         <li>codeSystemName='LOINC'</li>
      </ul>
   </ul>","Drawn from concept domain ActCode","","","","","","","","","",,,,,"",,,,"Procedure.code",0,1,"",""
"Procedure.negationInd","Procedure.negationInd","","","",0,1,"","","","boolean {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/bl-simple]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Procedure.negationInd",0,1,"",""
"Procedure.text","Procedure.text","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/ED {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Procedure.text",0,1,"",""
"Procedure.statusCode","Procedure.statusCode","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CS {[]} {[]}
","","","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-ActStatus","",,,,"Procedure.statusCode",0,1,"",""
"Procedure.effectiveTime","Procedure.effectiveTime","","","",1,1,"Y","","","http://hl7.org/cda/stds/core/StructureDefinition/IVL-TS {[]} {[]}
","Date du prélèvement La date et heure de prélèvement doit être renseignée si elle est connue. En cas d'acte ponctuel, c'est la date et heure de fin (élément high) qui horodate le prélèvement. ","","","","","","","","","","",,,,,"",,,,"Procedure.effectiveTime",0,1,"",""
"Procedure.priorityCode","Procedure.priorityCode","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,"example","","http://terminology.hl7.org/ValueSet/v3-ActPriority","",,,,"Procedure.priorityCode",0,1,"",""
"Procedure.languageCode","Procedure.languageCode","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CS {[]} {[]}
","","","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/all-languages","",,,,"Procedure.languageCode",0,1,"",""
"Procedure.methodCode","Procedure.methodCode","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}
","","Drawn from concept domain ProcedureMethod","","","","","","","","","",,,,,"",,,,"Procedure.methodCode",0,*,"",""
"Procedure.approachSiteCode","Procedure.approachSiteCode","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CD {[]} {[]}
","","Drawn from concept domain ActSite","","","","","","","","","",,,,,"",,,,"Procedure.approachSiteCode",0,*,"",""
"Procedure.targetSiteCode","Procedure.targetSiteCode","","","",0,1,"Y","","","http://hl7.org/cda/stds/core/StructureDefinition/CD {[]} {[]}
","<div>
      <strong>Localisation du prélèvement</strong>
   </div>
   <div>
      <strong>SNOMED CT (</strong>
      <strong>2.16.840.1.113883.6.96</strong>
      <strong>)</strong>
   </div>","Drawn from concept domain ActSite","","","","","","","","","",,,,,"",,,,"Procedure.targetSiteCode",0,*,"",""
"Procedure.subject","Procedure.subject","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Subject {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Procedure.subject",0,1,"",""
"Procedure.specimen","Procedure.specimen","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Specimen {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Procedure.specimen",0,*,"",""
"Procedure.performer","Procedure.performer","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Performer2 {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Procedure.performer",0,*,"",""
"Procedure.author","Procedure.author","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Author {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Procedure.author",0,*,"",""
"Procedure.informant","Procedure.informant","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Informant {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Procedure.informant",0,*,"",""
"Procedure.participant","Procedure.participant","","","",1,*,"Y","","","http://hl7.org/cda/stds/core/StructureDefinition/Participant2 {[]} {[]}
","","","","","","","","","","","",,,,,"","value:typeCode}
","",,"open","Procedure.participant",0,*,"",""
"Procedure.participant:EchantillonPreleve","Procedure.participant","EchantillonPreleve","","",1,1,"Y","","","http://hl7.org/cda/stds/core/StructureDefinition/Participant2 {[]} {[]}
","Échantillon prélevé","","","","","","","","","","",,,,,"",,,,"Procedure.participant",0,*,"",""
"Procedure.participant:EchantillonPreleve.nullFlavor","Procedure.participant.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"Procedure.participant:EchantillonPreleve.realmCode","Procedure.participant.realmCode","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CS {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of realm-specific constraints. The value of this attribute identifies the realm in question","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.realmCode",0,*,"",""
"Procedure.participant:EchantillonPreleve.typeId","Procedure.participant.typeId","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of constraints defined in an HL7-specified message type. This might be a common type (also known as CMET in the messaging communication environment), or content included within a wrapper. The value of this attribute provides a unique identifier for the type in question.","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.typeId",0,1,"","II-1:An II instance must have either a root or an nullFlavor. {root.exists() or nullFlavor.exists()}
"
"Procedure.participant:EchantillonPreleve.typeId.nullFlavor","Procedure.participant.typeId.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"Procedure.participant:EchantillonPreleve.typeId.assigningAuthorityName","Procedure.participant.typeId.assigningAuthorityName","","","Assigning Authority Name",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A human readable name or mnemonic for the assigning authority. The Assigning Authority Name has no computational value. The purpose of a Assigning Authority Name is to assist an unaided human interpreter of an II value to interpret the authority. Note: no automated processing must depend on the assigning authority name to be present in any form.","","","","","","","","","",,,,,"",,,,"II.assigningAuthorityName",0,1,"",""
"Procedure.participant:EchantillonPreleve.typeId.displayable","Procedure.participant.typeId.displayable","","","Displayable",0,1,"","","","boolean {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/bl-simple]]} {[]}
","","Specifies if the identifier is intended for human display and data entry (displayable = true) as opposed to pure machine interoperation (displayable = false).","","","","","","","","","",,,,,"",,,,"II.displayable",0,1,"",""
"Procedure.participant:EchantillonPreleve.typeId.root","Procedure.participant.typeId.root","","","Root",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/oid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/uuid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/ruid]]} {[]}
","","Identifies the type as an HL7 Registered model","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""2.16.840.1.113883.1.3""/>","","","","",,,,,"",,,,"II.root",0,1,"",""
"Procedure.participant:EchantillonPreleve.typeId.extension","Procedure.participant.typeId.extension","","","Extension",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A character string as a unique identifier within the scope of the identifier root.","","","","","","","","","",,,,,"",,,,"II.extension",0,1,"",""
"Procedure.participant:EchantillonPreleve.templateId","Procedure.participant.templateId","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of a set of template-defined constraints. The value of this attribute provides a unique identifier for the templates in question","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.templateId",0,*,"",""
"Procedure.participant:EchantillonPreleve.typeCode","Procedure.participant.typeCode","","","",1,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""PRD""/>","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDAParticipationType","",,,,"Participant2.typeCode",1,1,"",""
"Procedure.participant:EchantillonPreleve.contextControlCode","Procedure.participant.contextControlCode","","","",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""OP""/>","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDAContextControl","",,,,"Participant2.contextControlCode",0,1,"",""
"Procedure.participant:EchantillonPreleve.sdtcFunctionCode","Procedure.participant.sdtcFunctionCode","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Participant2.sdtcFunctionCode",0,1,"",""
"Procedure.participant:EchantillonPreleve.time","Procedure.participant.time","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/IVL-TS {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Participant2.time",0,1,"",""
"Procedure.participant:EchantillonPreleve.awarenessCode","Procedure.participant.awarenessCode","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Participant2.awarenessCode",0,1,"",""
"Procedure.participant:EchantillonPreleve.participantRole","Procedure.participant.participantRole","","","",1,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/ParticipantRole {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Participant2.participantRole",1,1,"",""
"Procedure.participant:EchantillonPreleve.participantRole.nullFlavor","Procedure.participant.participantRole.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"Procedure.participant:EchantillonPreleve.participantRole.realmCode","Procedure.participant.participantRole.realmCode","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CS {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of realm-specific constraints. The value of this attribute identifies the realm in question","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.realmCode",0,*,"",""
"Procedure.participant:EchantillonPreleve.participantRole.typeId","Procedure.participant.participantRole.typeId","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of constraints defined in an HL7-specified message type. This might be a common type (also known as CMET in the messaging communication environment), or content included within a wrapper. The value of this attribute provides a unique identifier for the type in question.","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.typeId",0,1,"","II-1:An II instance must have either a root or an nullFlavor. {root.exists() or nullFlavor.exists()}
"
"Procedure.participant:EchantillonPreleve.participantRole.typeId.nullFlavor","Procedure.participant.participantRole.typeId.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"Procedure.participant:EchantillonPreleve.participantRole.typeId.assigningAuthorityName","Procedure.participant.participantRole.typeId.assigningAuthorityName","","","Assigning Authority Name",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A human readable name or mnemonic for the assigning authority. The Assigning Authority Name has no computational value. The purpose of a Assigning Authority Name is to assist an unaided human interpreter of an II value to interpret the authority. Note: no automated processing must depend on the assigning authority name to be present in any form.","","","","","","","","","",,,,,"",,,,"II.assigningAuthorityName",0,1,"",""
"Procedure.participant:EchantillonPreleve.participantRole.typeId.displayable","Procedure.participant.participantRole.typeId.displayable","","","Displayable",0,1,"","","","boolean {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/bl-simple]]} {[]}
","","Specifies if the identifier is intended for human display and data entry (displayable = true) as opposed to pure machine interoperation (displayable = false).","","","","","","","","","",,,,,"",,,,"II.displayable",0,1,"",""
"Procedure.participant:EchantillonPreleve.participantRole.typeId.root","Procedure.participant.participantRole.typeId.root","","","Root",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/oid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/uuid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/ruid]]} {[]}
","","Identifies the type as an HL7 Registered model","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""2.16.840.1.113883.1.3""/>","","","","",,,,,"",,,,"II.root",0,1,"",""
"Procedure.participant:EchantillonPreleve.participantRole.typeId.extension","Procedure.participant.participantRole.typeId.extension","","","Extension",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A character string as a unique identifier within the scope of the identifier root.","","","","","","","","","",,,,,"",,,,"II.extension",0,1,"",""
"Procedure.participant:EchantillonPreleve.participantRole.templateId","Procedure.participant.participantRole.templateId","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of a set of template-defined constraints. The value of this attribute provides a unique identifier for the templates in question","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.templateId",0,*,"",""
"Procedure.participant:EchantillonPreleve.participantRole.classCode","Procedure.participant.participantRole.classCode","","","",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""ROL""/>","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""SPEC""/>","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDARoleClassRoot","",,,,"ParticipantRole.classCode",0,1,"",""
"Procedure.participant:EchantillonPreleve.participantRole.id","Procedure.participant.participantRole.id","","","",1,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","<b>Identifiant de l'échantillon</b>
   <br/> L'identifiant de l'échantillon est éventuellement multiple (premier identifiant attribué par le préleveur, puis réidentification par le laboratoire). <br/> L'un des identifiants est visible sur l'échantillon matériel (par exemple en code barre sur le tube ou le bocal).","","","","","","","","","","",,,,,"",,,,"ParticipantRole.id",0,*,"",""
"Procedure.participant:EchantillonPreleve.participantRole.sdtcIdentifiedBy","Procedure.participant.participantRole.sdtcIdentifiedBy","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/IdentifiedBy {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ParticipantRole.sdtcIdentifiedBy",0,*,"",""
"Procedure.participant:EchantillonPreleve.participantRole.code","Procedure.participant.participantRole.code","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,"example","","http://hl7.org/cda/stds/core/ValueSet/CDARoleCode","",,,,"ParticipantRole.code",0,1,"",""
"Procedure.participant:EchantillonPreleve.participantRole.addr","Procedure.participant.participantRole.addr","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/AD {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ParticipantRole.addr",0,*,"",""
"Procedure.participant:EchantillonPreleve.participantRole.telecom","Procedure.participant.participantRole.telecom","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/TEL {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ParticipantRole.telecom",0,*,"",""
